video_id,class_id,gloss,subset,feature_path
00846,1601,act,val,features_npy/00846.npy
00847,1601,act,train,features_npy/00847.npy
00849,1601,act,train,features_npy/00849.npy
00851,1601,act,train,features_npy/00851.npy
00853,1286,action,test,features_npy/00853.npy
00854,1286,action,train,features_npy/00854.npy
00855,1286,action,train,features_npy/00855.npy
00856,1286,action,val,features_npy/00856.npy
00858,1286,action,train,features_npy/00858.npy
00868,1287,active,test,features_npy/00868.npy
00869,1287,active,train,features_npy/00869.npy
00871,1287,active,train,features_npy/00871.npy
00872,1287,active,val,features_npy/00872.npy
00874,1287,active,train,features_npy/00874.npy
00890,1288,activity,train,features_npy/00890.npy
00891,1288,activity,train,features_npy/00891.npy
00892,1288,activity,val,features_npy/00892.npy
00894,1288,activity,train,features_npy/00894.npy
00898,805,actor,val,features_npy/00898.npy
00899,805,actor,train,features_npy/00899.npy
00900,805,actor,val,features_npy/00900.npy
00901,805,actor,train,features_npy/00901.npy
00904,805,actor,train,features_npy/00904.npy
00943,1602,adapt,test,features_npy/00943.npy
00944,1602,adapt,val,features_npy/00944.npy
00946,1602,adapt,train,features_npy/00946.npy
00947,1602,adapt,train,features_npy/00947.npy
00949,1602,adapt,train,features_npy/00949.npy
00951,1602,adapt,train,features_npy/00951.npy
00961,631,add,val,features_npy/00961.npy
00962,631,add,train,features_npy/00962.npy
00963,631,add,train,features_npy/00963.npy
00964,631,add,train,features_npy/00964.npy
00965,631,add,train,features_npy/00965.npy
00967,631,add,train,features_npy/00967.npy
00973,631,add,test,features_npy/00973.npy
01011,1289,address,val,features_npy/01011.npy
01012,1289,address,train,features_npy/01012.npy
01018,1289,address,train,features_npy/01018.npy
01024,1289,address,train,features_npy/01024.npy
01064,1603,adjective,val,features_npy/01064.npy
01065,1603,adjective,train,features_npy/01065.npy
01066,1603,adjective,train,features_npy/01066.npy
01068,1603,adjective,train,features_npy/01068.npy
01073,1604,adjust,test,features_npy/01073.npy
01074,1604,adjust,val,features_npy/01074.npy
01076,1604,adjust,train,features_npy/01076.npy
01079,1604,adjust,train,features_npy/01079.npy
01100,1605,admire,val,features_npy/01100.npy
01101,1605,admire,train,features_npy/01101.npy
01103,1605,admire,train,features_npy/01103.npy
01107,1605,admire,train,features_npy/01107.npy
01118,1606,admit,train,features_npy/01118.npy
01120,1606,admit,train,features_npy/01120.npy
01122,1606,admit,train,features_npy/01122.npy
01127,1606,admit,train,features_npy/01127.npy
01157,1042,adopt,train,features_npy/01157.npy
01158,1042,adopt,val,features_npy/01158.npy
01159,1042,adopt,val,features_npy/01159.npy
01160,1042,adopt,train,features_npy/01160.npy
01162,1042,adopt,train,features_npy/01162.npy
01206,472,adult,train,features_npy/01206.npy
01207,472,adult,train,features_npy/01207.npy
01208,472,adult,train,features_npy/01208.npy
01209,472,adult,train,features_npy/01209.npy
01214,472,adult,train,features_npy/01214.npy
01217,472,adult,train,features_npy/01217.npy
01226,1607,advanced,val,features_npy/01226.npy
01227,1607,advanced,train,features_npy/01227.npy
01229,1607,advanced,train,features_npy/01229.npy
01231,1607,advanced,train,features_npy/01231.npy
01244,1043,advantage,val,features_npy/01244.npy
01245,1043,advantage,val,features_npy/01245.npy
01252,1043,advantage,train,features_npy/01252.npy
01264,1608,adverb,val,features_npy/01264.npy
01265,1608,adverb,train,features_npy/01265.npy
01266,1608,adverb,train,features_npy/01266.npy
01268,1608,adverb,train,features_npy/01268.npy
01318,1290,affect,val,features_npy/01318.npy
01319,1290,affect,test,features_npy/01319.npy
01320,1290,affect,train,features_npy/01320.npy
01321,1290,affect,train,features_npy/01321.npy
01323,1290,affect,val,features_npy/01323.npy
01327,1290,affect,train,features_npy/01327.npy
01373,1291,afraid,test,features_npy/01373.npy
01374,1291,afraid,train,features_npy/01374.npy
01376,1291,afraid,train,features_npy/01376.npy
01377,1291,afraid,val,features_npy/01377.npy
01381,1291,afraid,train,features_npy/01381.npy
01383,76,africa,train,features_npy/01383.npy
01384,76,africa,train,features_npy/01384.npy
01385,76,africa,train,features_npy/01385.npy
01386,76,africa,test,features_npy/01386.npy
01387,76,africa,train,features_npy/01387.npy
01388,76,africa,train,features_npy/01388.npy
01391,76,africa,val,features_npy/01391.npy
01398,76,africa,val,features_npy/01398.npy
01418,473,after,train,features_npy/01418.npy
01419,473,after,train,features_npy/01419.npy
01420,473,after,val,features_npy/01420.npy
01421,473,after,test,features_npy/01421.npy
01422,473,after,test,features_npy/01422.npy
01428,473,after,train,features_npy/01428.npy
01433,350,afternoon,train,features_npy/01433.npy
01434,350,afternoon,train,features_npy/01434.npy
01435,350,afternoon,train,features_npy/01435.npy
01436,350,afternoon,test,features_npy/01436.npy
01438,350,afternoon,test,features_npy/01438.npy
01442,350,afternoon,train,features_npy/01442.npy
01460,139,again,train,features_npy/01460.npy
01461,139,again,train,features_npy/01461.npy
01462,139,again,val,features_npy/01462.npy
01463,139,again,train,features_npy/01463.npy
01464,139,again,train,features_npy/01464.npy
01466,139,again,train,features_npy/01466.npy
01471,139,again,train,features_npy/01471.npy
01473,1292,against,train,features_npy/01473.npy
01474,1292,against,train,features_npy/01474.npy
01477,1292,against,val,features_npy/01477.npy
01479,1292,against,train,features_npy/01479.npy
01485,351,age,train,features_npy/01485.npy
01486,351,age,train,features_npy/01486.npy
01487,351,age,test,features_npy/01487.npy
01489,351,age,test,features_npy/01489.npy
01490,351,age,val,features_npy/01490.npy
01495,351,age,train,features_npy/01495.npy
01505,1293,agenda,train,features_npy/01505.npy
01506,1293,agenda,val,features_npy/01506.npy
01507,1293,agenda,train,features_npy/01507.npy
01515,1293,agenda,train,features_npy/01515.npy
01552,474,ago,train,features_npy/01552.npy
01553,474,ago,val,features_npy/01553.npy
01554,474,ago,test,features_npy/01554.npy
01556,474,ago,train,features_npy/01556.npy
01557,474,ago,train,features_npy/01557.npy
01558,474,ago,train,features_npy/01558.npy
01560,474,ago,val,features_npy/01560.npy
01561,474,ago,train,features_npy/01561.npy
01564,474,ago,train,features_npy/01564.npy
01575,806,agree,train,features_npy/01575.npy
01576,806,agree,val,features_npy/01576.npy
01577,806,agree,train,features_npy/01577.npy
01579,806,agree,train,features_npy/01579.npy
01582,806,agree,train,features_npy/01582.npy
01583,1609,agreement,val,features_npy/01583.npy
01584,1609,agreement,train,features_npy/01584.npy
01585,1609,agreement,train,features_npy/01585.npy
01586,1609,agreement,train,features_npy/01586.npy
01587,1609,agreement,train,features_npy/01587.npy
01598,1294,ahead,test,features_npy/01598.npy
01599,1294,ahead,train,features_npy/01599.npy
01602,1294,ahead,train,features_npy/01602.npy
01605,1294,ahead,train,features_npy/01605.npy
01610,1281,a,train,features_npy/01610.npy
01612,1281,a,train,features_npy/01612.npy
01615,1281,a,train,features_npy/01615.npy
01621,1610,aid,test,features_npy/01621.npy
01622,1610,aid,val,features_npy/01622.npy
01624,1610,aid,train,features_npy/01624.npy
01626,1610,aid,train,features_npy/01626.npy
01627,1610,aid,train,features_npy/01627.npy
01642,1295,aim,val,features_npy/01642.npy
01643,1295,aim,train,features_npy/01643.npy
01646,1295,aim,train,features_npy/01646.npy
01652,1295,aim,train,features_npy/01652.npy
01653,1295,aim,train,features_npy/01653.npy
01724,632,airplane,train,features_npy/01724.npy
01726,632,airplane,train,features_npy/01726.npy
01727,632,airplane,train,features_npy/01727.npy
01729,632,airplane,val,features_npy/01729.npy
01730,632,airplane,train,features_npy/01730.npy
01734,632,airplane,train,features_npy/01734.npy
01801,807,alarm,val,features_npy/01801.npy
01802,807,alarm,val,features_npy/01802.npy
01804,807,alarm,train,features_npy/01804.npy
01808,807,alarm,train,features_npy/01808.npy
01831,1296,alcohol,test,features_npy/01831.npy
01832,1296,alcohol,train,features_npy/01832.npy
01836,1296,alcohol,train,features_npy/01836.npy
01839,1296,alcohol,train,features_npy/01839.npy
01874,1297,algebra,test,features_npy/01874.npy
01875,1297,algebra,train,features_npy/01875.npy
01876,1297,algebra,train,features_npy/01876.npy
01878,1297,algebra,val,features_npy/01878.npy
01880,1297,algebra,train,features_npy/01880.npy
01922,1298,all day,train,features_npy/01922.npy
01923,1298,all day,train,features_npy/01923.npy
01924,1298,all day,train,features_npy/01924.npy
01926,1298,all day,train,features_npy/01926.npy
01927,1298,all day,train,features_npy/01927.npy
01955,808,allergy,train,features_npy/01955.npy
01956,808,allergy,train,features_npy/01956.npy
01957,808,allergy,train,features_npy/01957.npy
01960,808,allergy,train,features_npy/01960.npy
01962,808,allergy,train,features_npy/01962.npy
01965,808,allergy,val,features_npy/01965.npy
01986,18,all,test,features_npy/01986.npy
01987,18,all,train,features_npy/01987.npy
01988,18,all,train,features_npy/01988.npy
01991,18,all,train,features_npy/01991.npy
01992,18,all,train,features_npy/01992.npy
02003,18,all,train,features_npy/02003.npy
02008,1611,alligator,test,features_npy/02008.npy
02009,1611,alligator,val,features_npy/02009.npy
02010,1611,alligator,train,features_npy/02010.npy
02012,1611,alligator,train,features_npy/02012.npy
02014,1611,alligator,train,features_npy/02014.npy
02045,475,allow,train,features_npy/02045.npy
02046,475,allow,train,features_npy/02046.npy
02048,475,allow,test,features_npy/02048.npy
02049,475,allow,test,features_npy/02049.npy
02052,475,allow,train,features_npy/02052.npy
02091,809,almost,train,features_npy/02091.npy
02092,809,almost,val,features_npy/02092.npy
02093,809,almost,train,features_npy/02093.npy
02095,809,almost,train,features_npy/02095.npy
02103,352,alone,train,features_npy/02103.npy
02104,352,alone,train,features_npy/02104.npy
02105,352,alone,test,features_npy/02105.npy
02106,352,alone,train,features_npy/02106.npy
02108,352,alone,val,features_npy/02108.npy
02109,352,alone,train,features_npy/02109.npy
02110,352,alone,train,features_npy/02110.npy
02112,352,alone,train,features_npy/02112.npy
02124,1282,a lot,train,features_npy/02124.npy
02125,1282,a lot,train,features_npy/02125.npy
02126,1282,a lot,train,features_npy/02126.npy
02128,1282,a lot,test,features_npy/02128.npy
02129,1282,a lot,train,features_npy/02129.npy
02130,1282,a lot,val,features_npy/02130.npy
02131,1282,a lot,train,features_npy/02131.npy
02145,1044,alphabet,val,features_npy/02145.npy
02149,1044,alphabet,test,features_npy/02149.npy
02151,1044,alphabet,train,features_npy/02151.npy
02159,633,already,val,features_npy/02159.npy
02160,633,already,train,features_npy/02160.npy
02161,633,already,test,features_npy/02161.npy
02162,633,already,train,features_npy/02162.npy
02163,633,already,train,features_npy/02163.npy
02165,633,already,train,features_npy/02165.npy
02166,633,already,val,features_npy/02166.npy
02168,633,already,train,features_npy/02168.npy
02174,634,also,test,features_npy/02174.npy
02175,634,also,val,features_npy/02175.npy
02177,634,also,train,features_npy/02177.npy
02178,634,also,train,features_npy/02178.npy
02181,634,also,val,features_npy/02181.npy
02228,256,always,train,features_npy/02228.npy
02229,256,always,test,features_npy/02229.npy
02230,256,always,val,features_npy/02230.npy
02231,256,always,test,features_npy/02231.npy
02233,256,always,train,features_npy/02233.npy
02238,256,always,train,features_npy/02238.npy
02269,1299,amazing,train,features_npy/02269.npy
02273,1299,amazing,test,features_npy/02273.npy
02276,1299,amazing,train,features_npy/02276.npy
02285,1299,amazing,train,features_npy/02285.npy
02349,476,america,train,features_npy/02349.npy
02350,476,america,train,features_npy/02350.npy
02351,476,america,train,features_npy/02351.npy
02353,476,america,test,features_npy/02353.npy
02356,476,america,train,features_npy/02356.npy
02429,1612,amputate,test,features_npy/02429.npy
02430,1612,amputate,val,features_npy/02430.npy
02431,1612,amputate,train,features_npy/02431.npy
02434,1612,amputate,train,features_npy/02434.npy
02435,1612,amputate,train,features_npy/02435.npy
02474,635,analyze,train,features_npy/02474.npy
02475,635,analyze,test,features_npy/02475.npy
02476,635,analyze,train,features_npy/02476.npy
02477,635,analyze,train,features_npy/02477.npy
02478,635,analyze,train,features_npy/02478.npy
02480,635,analyze,val,features_npy/02480.npy
02483,635,analyze,val,features_npy/02483.npy
02485,1613,anatomy,val,features_npy/02485.npy
02487,1613,anatomy,train,features_npy/02487.npy
02490,1613,anatomy,train,features_npy/02490.npy
02492,1613,anatomy,train,features_npy/02492.npy
02518,636,and,test,features_npy/02518.npy
02519,636,and,train,features_npy/02519.npy
02521,636,and,train,features_npy/02521.npy
02525,636,and,train,features_npy/02525.npy
02540,477,angel,train,features_npy/02540.npy
02541,477,angel,train,features_npy/02541.npy
02542,477,angel,train,features_npy/02542.npy
02544,477,angel,test,features_npy/02544.npy
02545,477,angel,test,features_npy/02545.npy
02548,477,angel,train,features_npy/02548.npy
02558,1300,angle,train,features_npy/02558.npy
02559,1300,angle,train,features_npy/02559.npy
02560,1300,angle,train,features_npy/02560.npy
02561,1300,angle,val,features_npy/02561.npy
02563,1300,angle,train,features_npy/02563.npy
02565,637,angry,train,features_npy/02565.npy
02566,637,angry,train,features_npy/02566.npy
02567,637,angry,train,features_npy/02567.npy
02568,637,angry,val,features_npy/02568.npy
02569,637,angry,train,features_npy/02569.npy
02572,637,angry,val,features_npy/02572.npy
02583,257,animal,train,features_npy/02583.npy
02584,257,animal,train,features_npy/02584.npy
02585,257,animal,test,features_npy/02585.npy
02586,257,animal,val,features_npy/02586.npy
02587,257,animal,test,features_npy/02587.npy
02589,257,animal,train,features_npy/02589.npy
02592,257,animal,train,features_npy/02592.npy
02609,1045,anniversary,train,features_npy/02609.npy
02610,1045,anniversary,train,features_npy/02610.npy
02611,1045,anniversary,train,features_npy/02611.npy
02614,1045,anniversary,train,features_npy/02614.npy
02616,1045,anniversary,train,features_npy/02616.npy
02619,810,announce,val,features_npy/02619.npy
02620,810,announce,train,features_npy/02620.npy
02622,810,announce,train,features_npy/02622.npy
02625,810,announce,train,features_npy/02625.npy
02643,1614,annoy,train,features_npy/02643.npy
02644,1614,annoy,train,features_npy/02644.npy
02645,1614,annoy,train,features_npy/02645.npy
02653,1614,annoy,train,features_npy/02653.npy
02697,1046,another,train,features_npy/02697.npy
02698,1046,another,val,features_npy/02698.npy
02699,1046,another,val,features_npy/02699.npy
02701,1046,another,test,features_npy/02701.npy
02706,1046,another,train,features_npy/02706.npy
02710,478,answer,train,features_npy/02710.npy
02711,478,answer,train,features_npy/02711.npy
02712,478,answer,train,features_npy/02712.npy
02713,478,answer,train,features_npy/02713.npy
02715,478,answer,test,features_npy/02715.npy
02718,478,answer,train,features_npy/02718.npy
02826,479,any,train,features_npy/02826.npy
02828,479,any,train,features_npy/02828.npy
02833,479,any,train,features_npy/02833.npy
02851,1615,anyway,val,features_npy/02851.npy
02852,1615,anyway,train,features_npy/02852.npy
02854,1615,anyway,train,features_npy/02854.npy
02856,1615,anyway,train,features_npy/02856.npy
02864,1301,apart,train,features_npy/02864.npy
02865,1301,apart,train,features_npy/02865.npy
02867,1301,apart,val,features_npy/02867.npy
02870,1301,apart,train,features_npy/02870.npy
02872,811,apartment,train,features_npy/02872.npy
02873,811,apartment,train,features_npy/02873.npy
02874,811,apartment,val,features_npy/02874.npy
02875,811,apartment,train,features_npy/02875.npy
02877,811,apartment,train,features_npy/02877.npy
02880,811,apartment,train,features_npy/02880.npy
02910,1302,apostrophe,test,features_npy/02910.npy
02911,1302,apostrophe,train,features_npy/02911.npy
02912,1302,apostrophe,train,features_npy/02912.npy
02913,1302,apostrophe,train,features_npy/02913.npy
02915,1302,apostrophe,train,features_npy/02915.npy
02951,638,appear,val,features_npy/02951.npy
02952,638,appear,train,features_npy/02952.npy
02953,638,appear,train,features_npy/02953.npy
02954,638,appear,train,features_npy/02954.npy
02956,638,appear,val,features_npy/02956.npy
02961,638,appear,test,features_npy/02961.npy
02969,1303,appetite,test,features_npy/02969.npy
02970,1303,appetite,train,features_npy/02970.npy
02971,1303,appetite,train,features_npy/02971.npy
02973,1303,appetite,val,features_npy/02973.npy
02975,1303,appetite,train,features_npy/02975.npy
02999,52,apple,val,features_npy/02999.npy
03000,52,apple,train,features_npy/03000.npy
03001,52,apple,train,features_npy/03001.npy
03002,52,apple,train,features_npy/03002.npy
03003,52,apple,train,features_npy/03003.npy
03005,52,apple,train,features_npy/03005.npy
03008,52,apple,train,features_npy/03008.npy
03055,353,appointment,train,features_npy/03055.npy
03057,353,appointment,train,features_npy/03057.npy
03058,353,appointment,test,features_npy/03058.npy
03059,353,appointment,train,features_npy/03059.npy
03060,353,appointment,test,features_npy/03060.npy
03061,353,appointment,val,features_npy/03061.npy
03062,353,appointment,train,features_npy/03062.npy
03063,353,appointment,train,features_npy/03063.npy
03068,1304,appreciate,test,features_npy/03068.npy
03069,1304,appreciate,train,features_npy/03069.npy
03070,1304,appreciate,train,features_npy/03070.npy
03073,1304,appreciate,train,features_npy/03073.npy
03074,1304,appreciate,train,features_npy/03074.npy
03090,1616,approach,train,features_npy/03090.npy
03092,1616,approach,train,features_npy/03092.npy
03093,1616,approach,train,features_npy/03093.npy
03096,1616,approach,train,features_npy/03096.npy
03101,1047,appropriate,train,features_npy/03101.npy
03102,1047,appropriate,train,features_npy/03102.npy
03103,1047,appropriate,train,features_npy/03103.npy
03105,1047,appropriate,val,features_npy/03105.npy
03108,1047,appropriate,train,features_npy/03108.npy
03118,181,approve,train,features_npy/03118.npy
03119,181,approve,train,features_npy/03119.npy
03120,181,approve,test,features_npy/03120.npy
03121,181,approve,train,features_npy/03121.npy
03122,181,approve,train,features_npy/03122.npy
03124,181,approve,train,features_npy/03124.npy
03125,181,approve,test,features_npy/03125.npy
03131,181,approve,train,features_npy/03131.npy
03154,1305,april,test,features_npy/03154.npy
03155,1305,april,train,features_npy/03155.npy
03156,1305,april,train,features_npy/03156.npy
03158,1305,april,val,features_npy/03158.npy
03201,1306,archery,test,features_npy/03201.npy
03161,1305,april,train,features_npy/03161.npy
03204,1306,archery,train,features_npy/03204.npy
03202,1306,archery,train,features_npy/03202.npy
03205,1306,archery,val,features_npy/03205.npy
03207,1306,archery,train,features_npy/03207.npy
03234,480,area,train,features_npy/03234.npy
03237,480,area,val,features_npy/03237.npy
03238,480,area,train,features_npy/03238.npy
03235,480,area,train,features_npy/03235.npy
03246,480,area,train,features_npy/03246.npy
03240,480,area,train,features_npy/03240.npy
03267,258,argue,train,features_npy/03267.npy
03268,258,argue,train,features_npy/03268.npy
03272,258,argue,val,features_npy/03272.npy
03270,258,argue,train,features_npy/03270.npy
03273,258,argue,train,features_npy/03273.npy
03277,258,argue,train,features_npy/03277.npy
03274,258,argue,train,features_npy/03274.npy
03278,258,argue,test,features_npy/03278.npy
03282,258,argue,train,features_npy/03282.npy
03315,1617,arizona,train,features_npy/03315.npy
03316,1617,arizona,train,features_npy/03316.npy
03318,1617,arizona,train,features_npy/03318.npy
03338,639,arm,train,features_npy/03338.npy
03337,639,arm,train,features_npy/03337.npy
03339,639,arm,train,features_npy/03339.npy
03342,639,arm,train,features_npy/03342.npy
03344,639,arm,train,features_npy/03344.npy
03361,640,army,train,features_npy/03361.npy
03364,640,army,train,features_npy/03364.npy
03362,640,army,test,features_npy/03362.npy
03368,640,army,train,features_npy/03368.npy
03377,1307,around,train,features_npy/03377.npy
03376,1307,around,val,features_npy/03376.npy
03378,1307,around,train,features_npy/03378.npy
03382,1307,around,test,features_npy/03382.npy
03389,1307,around,train,features_npy/03389.npy
03417,641,arrest,train,features_npy/03417.npy
03418,641,arrest,train,features_npy/03418.npy
03419,641,arrest,val,features_npy/03419.npy
03420,641,arrest,test,features_npy/03420.npy
03430,641,arrest,train,features_npy/03430.npy
03425,641,arrest,test,features_npy/03425.npy
03435,182,arrive,val,features_npy/03435.npy
03436,182,arrive,test,features_npy/03436.npy
03437,182,arrive,train,features_npy/03437.npy
03438,182,arrive,train,features_npy/03438.npy
03439,182,arrive,train,features_npy/03439.npy
03441,182,arrive,val,features_npy/03441.npy
03445,182,arrive,test,features_npy/03445.npy
03448,1048,arrogant,train,features_npy/03448.npy
03450,1048,arrogant,val,features_npy/03450.npy
03449,1048,arrogant,train,features_npy/03449.npy
03451,1048,arrogant,val,features_npy/03451.npy
03454,1048,arrogant,test,features_npy/03454.npy
03457,1048,arrogant,train,features_npy/03457.npy
03478,481,art,train,features_npy/03478.npy
03479,481,art,train,features_npy/03479.npy
03480,481,art,val,features_npy/03480.npy
03481,481,art,test,features_npy/03481.npy
03484,481,art,train,features_npy/03484.npy
03486,481,art,val,features_npy/03486.npy
03490,1308,article,train,features_npy/03490.npy
03491,1308,article,train,features_npy/03491.npy
03493,1308,article,val,features_npy/03493.npy
03515,1049,artist,train,features_npy/03515.npy
03516,1049,artist,train,features_npy/03516.npy
03517,1049,artist,train,features_npy/03517.npy
03519,1049,artist,val,features_npy/03519.npy
03522,1049,artist,train,features_npy/03522.npy
03562,642,asia,val,features_npy/03562.npy
03563,642,asia,test,features_npy/03563.npy
03564,642,asia,train,features_npy/03564.npy
03565,642,asia,train,features_npy/03565.npy
03568,642,asia,train,features_npy/03568.npy
03571,642,asia,train,features_npy/03571.npy
03595,643,ask,train,features_npy/03595.npy
03597,643,ask,train,features_npy/03597.npy
03603,643,ask,test,features_npy/03603.npy
03598,643,ask,train,features_npy/03598.npy
03607,643,ask,val,features_npy/03607.npy
03605,643,ask,train,features_npy/03605.npy
03634,482,asl,train,features_npy/03634.npy
03638,482,asl,val,features_npy/03638.npy
03635,482,asl,train,features_npy/03635.npy
03642,482,asl,train,features_npy/03642.npy
03756,1309,assistant,test,features_npy/03756.npy
03757,1309,assistant,train,features_npy/03757.npy
03758,1309,assistant,train,features_npy/03758.npy
03763,1309,assistant,train,features_npy/03763.npy
03761,1309,assistant,val,features_npy/03761.npy
03765,1618,assist,val,features_npy/03765.npy
03766,1618,assist,train,features_npy/03766.npy
03768,1618,assist,train,features_npy/03768.npy
03769,1618,assist,train,features_npy/03769.npy
03799,1619,assume,val,features_npy/03799.npy
03771,1618,assist,train,features_npy/03771.npy
03800,1619,assume,train,features_npy/03800.npy
03802,1619,assume,train,features_npy/03802.npy
03805,1619,assume,train,features_npy/03805.npy
04000,1310,attend,train,features_npy/04000.npy
03999,1310,attend,test,features_npy/03999.npy
04002,1310,attend,train,features_npy/04002.npy
04003,1310,attend,val,features_npy/04003.npy
04007,1310,attend,train,features_npy/04007.npy
04011,812,attention,train,features_npy/04011.npy
04012,812,attention,train,features_npy/04012.npy
04015,812,attention,train,features_npy/04015.npy
04013,812,attention,val,features_npy/04013.npy
04017,812,attention,train,features_npy/04017.npy
04040,644,attitude,val,features_npy/04040.npy
04041,644,attitude,train,features_npy/04041.npy
04042,644,attitude,test,features_npy/04042.npy
04044,644,attitude,train,features_npy/04044.npy
04045,644,attitude,train,features_npy/04045.npy
04050,1620,attorney,val,features_npy/04050.npy
04048,644,attitude,train,features_npy/04048.npy
04051,1620,attorney,train,features_npy/04051.npy
04055,1620,attorney,train,features_npy/04055.npy
04053,1620,attorney,train,features_npy/04053.npy
04062,645,attract,train,features_npy/04062.npy
04063,645,attract,train,features_npy/04063.npy
04072,645,attract,train,features_npy/04072.npy
04064,645,attract,val,features_npy/04064.npy
04073,645,attract,train,features_npy/04073.npy
04076,645,attract,train,features_npy/04076.npy
04099,1311,auction,test,features_npy/04099.npy
04101,1311,auction,train,features_npy/04101.npy
04102,1311,auction,train,features_npy/04102.npy
04104,1311,auction,val,features_npy/04104.npy
04106,1311,auction,train,features_npy/04106.npy
04115,813,audience,train,features_npy/04115.npy
04116,813,audience,test,features_npy/04116.npy
04118,813,audience,train,features_npy/04118.npy
04119,813,audience,train,features_npy/04119.npy
04120,813,audience,val,features_npy/04120.npy
04129,1621,audiologist,val,features_npy/04129.npy
04123,813,audience,train,features_npy/04123.npy
04132,1621,audiologist,train,features_npy/04132.npy
04134,1621,audiologist,train,features_npy/04134.npy
04130,1621,audiologist,train,features_npy/04130.npy
04136,1622,audiology,val,features_npy/04136.npy
04139,1622,audiology,train,features_npy/04139.npy
04137,1622,audiology,train,features_npy/04137.npy
04155,814,august,val,features_npy/04155.npy
04141,1622,audiology,train,features_npy/04141.npy
04157,814,august,val,features_npy/04157.npy
04156,814,august,train,features_npy/04156.npy
04159,814,august,train,features_npy/04159.npy
04164,814,august,train,features_npy/04164.npy
04163,814,august,train,features_npy/04163.npy
04168,483,aunt,train,features_npy/04168.npy
04169,483,aunt,train,features_npy/04169.npy
04171,483,aunt,train,features_npy/04171.npy
04170,483,aunt,train,features_npy/04170.npy
04176,483,aunt,train,features_npy/04176.npy
04173,483,aunt,test,features_npy/04173.npy
04184,354,australia,val,features_npy/04184.npy
04186,354,australia,train,features_npy/04186.npy
04188,354,australia,train,features_npy/04188.npy
04189,354,australia,train,features_npy/04189.npy
04190,354,australia,train,features_npy/04190.npy
04187,354,australia,train,features_npy/04187.npy
04193,354,australia,train,features_npy/04193.npy
04200,1623,austria,test,features_npy/04200.npy
04198,354,australia,test,features_npy/04198.npy
04201,1623,austria,val,features_npy/04201.npy
04203,1623,austria,train,features_npy/04203.npy
04218,1624,author,val,features_npy/04218.npy
04202,1623,austria,train,features_npy/04202.npy
04219,1624,author,train,features_npy/04219.npy
04221,1624,author,train,features_npy/04221.npy
04223,1624,author,train,features_npy/04223.npy
04226,1312,authority,test,features_npy/04226.npy
04227,1312,authority,train,features_npy/04227.npy
04230,1312,authority,val,features_npy/04230.npy
04228,1312,authority,train,features_npy/04228.npy
04232,1312,authority,train,features_npy/04232.npy
04289,815,autumn,train,features_npy/04289.npy
04290,815,autumn,val,features_npy/04290.npy
04291,815,autumn,train,features_npy/04291.npy
04292,815,autumn,val,features_npy/04292.npy
